#{"t_start": 1681309872.803986, "env_id": "Walker2d-v2"}
r,l,t
29.434703,43,22.340271
11.606249,38,22.370271
3.854242,23,22.38822
52.147854,75,22.446482
15.338291,33,22.472307
14.5487,31,22.496436
2.375679,13,22.506618
1.131873,12,22.516183
7.371104,20,22.685238
11.111894,25,22.707703
-5.159214,18,22.722354
-7.528926,13,22.732661
27.327296,42,22.766826
26.790387,40,22.798732
10.960515,38,22.828482
6.313473,20,22.844378
24.434057,30,22.868356
78.782008,101,22.947392
2.991726,13,22.957711
0.225331,13,22.967782
3.255197,38,22.997514
41.32302,53,23.038734
6.173573,16,23.051607
64.315652,73,23.109396
11.437082,30,23.133693
15.411092,35,23.161494
12.201437,38,23.191602
9.035404,23,23.209712
4.229996,29,23.232869
16.183207,29,23.256266
16.013875,27,23.280404
11.005265,62,23.329437
84.205438,86,23.396571
9.957131,28,23.418642
38.773426,59,23.46471
3.143758,13,23.474797
3.191135,15,23.486707
8.696702,30,23.510012
14.340418,53,23.55136
-2.975484,14,23.562481
25.998361,42,23.595573
-0.525754,13,23.605898
20.288145,35,23.633464
-1.196941,15,23.645505
10.451826,33,23.672141
3.582093,13,23.682338
-0.51947,14,23.693486
-0.448751,10,23.701445
5.986007,15,23.713493
0.370686,13,23.723815
3.004522,16,23.736353
0.379708,12,23.746245
6.811686,16,23.759321
1.729052,14,23.77036
23.790254,41,23.805329
14.883033,33,23.833074
6.14985,16,23.847683
-0.33802,23,23.869752
2.176969,21,23.887066
-2.629553,14,23.898116
43.996666,53,23.940543
-4.971614,14,23.951965
14.263904,37,23.982316
6.921234,23,24.000538
18.480824,52,24.041373
7.102018,22,24.059034
5.540219,20,24.074567
5.135312,22,24.092111
29.489077,53,24.133754
-1.364954,9,24.140776
1.059464,13,24.15095
-0.762476,12,24.16063
3.183716,17,24.174355
50.282941,76,24.234646
1.01945,13,24.245012
-4.20604,12,24.255082
14.261755,34,24.281676
5.76552,30,24.305503
30.469958,52,24.510516
-1.905901,23,24.528647
-3.003716,24,24.548004
2.648973,25,24.567442
4.734218,20,24.584231
13.86764,32,24.61254
3.8292,49,24.649802
6.507975,22,24.666762
-4.702092,18,24.684277
1.291157,13,24.69448
41.16859,62,24.742841
3.341604,18,24.757135
9.517188,29,24.782382
13.103087,30,24.805864
18.112248,38,24.835719
12.318938,35,24.864049
22.215216,62,24.912686
19.359587,49,24.951928
10.63897,30,24.976698
-2.252865,7,24.982866
11.132699,49,25.024288
4.431834,54,25.066213
6.881251,19,25.081456
13.248416,38,25.112033
8.228951,19,25.127515
-3.02269,16,25.140738
3.065438,15,25.153754
15.688277,29,25.176052
2.075051,27,25.199666
0.145613,10,25.207925
4.919097,28,25.230728
3.345804,22,25.248266
18.333588,34,25.275868
2.085353,22,25.294069
24.677199,48,25.332545
33.061051,59,25.378875
14.927577,38,25.408772
5.379456,17,25.422992
34.788688,56,25.467434
9.880444,22,25.48529
18.230226,36,25.514374
33.417677,64,25.565954
-3.847518,8,25.572464
38.797487,51,25.61277
7.458845,23,25.631248
15.057324,39,25.662345
11.963164,35,25.69075
24.861354,39,25.721374
5.918973,30,25.744971
23.391837,37,25.774587
25.741033,45,25.810405
1.754077,17,25.82404
10.559208,23,25.842313
9.26729,26,25.862905
15.275895,41,25.895379
26.327753,52,25.936547
19.582928,36,25.96522
8.927924,33,25.991405
0.832512,26,26.011652
25.967806,46,26.04754
19.581513,31,26.073576
20.998407,39,26.104249
45.791662,58,26.309065
4.512261,18,26.322737
6.33429,25,26.341292
36.944375,61,26.38885
54.349855,78,26.463276
16.887037,31,26.490498
4.402635,19,26.505247
-0.515063,17,26.520192
7.319457,28,26.542961
-0.794324,23,26.561174
8.64673,29,26.585838
6.394737,18,26.601648
37.599901,44,26.637748
12.500791,23,26.655825
7.484705,25,26.676393
84.746447,95,26.751914
23.276154,48,26.789481
23.182365,46,26.825331
10.575579,21,26.841603
0.907394,16,26.85415
3.727741,21,26.870386
-0.843982,14,26.881454
26.018103,48,26.918283
-0.901946,21,26.934707
6.263408,20,26.950636
18.176152,33,26.976834
21.881107,37,27.005865
-3.152859,9,27.013125
-0.438975,28,27.035394
2.121422,17,27.048879
17.31481,41,27.081142
8.51076,18,27.095346
27.627977,42,27.128713
149.822133,106,27.212221
6.740368,29,27.235187
33.398882,58,27.284331
11.410384,33,27.310617
0.935224,13,27.321138
-6.214822,17,27.334439
21.334222,46,27.37137
15.938104,32,27.397391
-4.287701,9,27.40497
3.333563,20,27.420408
71.945394,84,27.484159
4.105869,16,27.496566
22.616062,57,27.540762
6.750831,27,27.562226
37.38804,66,27.615657
4.580031,18,27.629567
-2.240729,15,27.640784
-5.725812,34,27.666563
6.3795,17,27.679544
18.150848,33,27.704722
1.385078,17,27.717518
23.333944,40,27.748691
0.176308,22,27.766062
27.341311,49,27.807574
21.435916,39,27.839132
5.303806,28,27.860738
3.188036,12,27.870119
2.438333,21,27.886962
14.374931,29,27.910431
13.058126,26,28.088698
22.31096,55,28.131504
37.353328,58,28.177363
-2.416264,11,28.186179
-3.28182,19,28.201531
15.037099,30,28.225777
33.588082,62,28.274599
12.293478,25,28.294344
20.439457,41,28.328382
6.396113,25,28.351988
6.735692,21,28.376226
-0.337489,12,28.387348
62.505955,86,28.464512
4.636218,21,28.4835
25.580739,64,28.542829
3.869455,21,28.559794
31.924729,74,28.620022
32.983652,49,28.658739
26.139572,34,28.685572
-1.970327,12,28.695415
12.47666,38,28.72555
-4.206659,11,28.734334
-6.052364,10,28.742457
3.781257,32,28.76785
16.279422,49,28.806829
4.589328,24,28.825791
5.062228,29,28.848791
4.647494,25,28.868242
-1.78238,12,28.877678
0.366785,11,28.886187
22.218956,39,28.916713
1.823824,37,28.945651
30.250016,47,28.982451
25.977728,59,29.028776
14.222981,36,29.057129
27.393875,47,29.095565
32.459318,61,29.144477
41.080508,88,29.223791
18.347974,46,29.263086
15.035383,29,29.288532
-5.022578,18,29.303948
13.349398,49,29.345885
56.856116,65,29.401906
6.085077,28,29.425179
5.231159,23,29.444042
87.07194,91,29.519752
35.699873,54,29.565222
47.39545,84,29.63529
3.706134,21,29.652421
10.323993,45,29.691173
3.626643,71,29.751091
42.973032,75,29.987753
76.902353,120,30.085568
30.367412,54,30.12834
17.554858,55,30.171319
6.184345,15,30.183165
24.537526,40,30.214445
187.883837,128,30.313772
21.331313,38,30.343424
13.411059,30,30.366988
17.306689,79,30.428306
27.798202,53,30.469906
58.615846,89,30.541434
15.699475,33,30.567928
8.709141,28,30.590421
14.22712,30,30.613918
30.770597,37,30.643378
17.238474,33,30.669542
0.434863,18,30.68397
4.20324,18,30.698232
35.99781,49,30.737091
29.602725,59,30.783481
10.326011,30,30.807229
-0.368707,18,30.821647
1.506289,14,30.832734
-3.07317,10,30.840812
23.778625,35,30.870279
20.030362,34,30.896646
142.042275,112,30.981745
2.989216,26,31.009109
61.530503,95,31.107449
61.678199,85,31.180218
30.748635,50,31.223413
4.864367,20,31.240352
39.889616,61,31.291253
4.874822,28,31.3145
1.927539,23,31.33648
5.75085,18,31.352143
9.478974,27,31.374433
121.779777,124,31.476556
31.396088,39,31.508796
24.847251,54,31.555268
-2.027432,15,31.567776
44.219305,64,31.621437
25.867856,56,31.850375
18.484388,35,31.88091
22.628094,48,31.919723
31.915084,39,31.950702
203.901512,164,32.088694
221.242364,193,32.239225
-1.200445,16,32.252021
15.813765,41,32.284647
37.497925,51,32.325143
-1.716553,18,32.339164
64.840094,80,32.401967
254.342429,208,32.564245
11.646803,33,32.590248
44.137123,68,32.64341
50.549547,105,32.725129
53.169821,75,32.783691
66.647571,77,32.844215
66.44614,71,32.898246
70.695684,120,32.989043
0.608705,10,32.996875
24.545668,37,33.025094
3.447457,13,33.035162
26.181241,42,33.067012
71.689657,74,33.123169
51.320157,72,33.177984
268.351016,137,33.281692
16.782245,31,33.305034
0.670388,21,33.321077
0.502508,18,33.334927
32.674777,45,33.368926
-0.10755,8,33.375074
189.195031,131,33.62159
7.75071,28,33.643794
94.724912,120,33.737306
192.560318,133,33.841779
3.251398,38,33.871842
5.884919,22,33.889488
22.614439,32,33.914959
1.109693,11,33.923844
11.5052,34,33.951085
75.654163,104,34.033301
12.601352,40,34.064435
13.35299,40,34.10057
-1.666452,12,34.109853
127.982716,103,34.191429
-1.345222,13,34.201756
27.911257,43,34.235874
28.639864,44,34.271124
9.660919,40,34.302369
26.937158,56,34.347449
8.844488,24,34.366597
21.109803,36,34.394914
115.908541,116,34.485844
13.614689,34,34.512756
-1.478247,12,34.522406
-5.441961,14,34.533424
58.125695,95,34.608419
41.570495,65,34.664979
61.005994,87,34.740091
97.891264,84,34.805764
55.694733,86,34.873549
67.253793,95,34.949157
216.164546,120,35.043724
34.581248,63,35.096046
0.516321,15,35.108239
31.336839,44,35.157315
3.180126,16,35.174951
242.288522,153,35.453843
37.985444,58,35.497929
274.50737,152,35.61943
276.930937,170,35.752338
28.060439,40,35.784058
217.001665,130,35.888047
16.57819,34,35.915122
56.506928,71,35.969317
-7.784884,11,35.977798
19.085868,35,36.004466
9.508384,19,36.018995
128.386404,119,36.109634
56.925492,73,36.166043
23.329554,35,36.194364
35.582643,65,36.247994
55.840322,72,36.307675
-0.537409,16,36.321514
38.288034,58,36.369887
3.459706,19,36.386522
106.04025,101,36.478488
169.001426,139,36.592505
14.758479,42,36.628882
4.757338,21,36.645756
23.472592,37,36.677686
1.843339,12,36.688369
236.836557,155,36.823618
52.050993,58,36.877155
9.459335,26,36.898393
15.834189,36,36.927807
48.325708,64,36.987338
7.452619,26,37.010252
56.587109,94,37.261193
49.178371,77,37.321672
-4.810365,16,37.334355
88.33329,126,37.432649
84.054582,86,37.496779
45.924454,70,37.551746
14.52455,31,37.577622
24.857349,40,37.611485
13.152688,26,37.632603
279.376777,168,37.765424
2.248787,15,37.777259
40.488304,57,37.821271
33.79242,55,37.863657
253.129822,133,37.97191
19.880853,34,37.998253
31.871729,45,38.033233
48.046447,71,38.089446
15.008512,38,38.119792
34.988558,58,38.166077
13.613052,33,38.193482
276.596847,162,38.323286
24.36433,39,38.35461
32.690621,54,38.39713
48.723606,63,38.446434
38.960378,59,38.493485
16.902703,30,38.517782
6.878393,37,38.547046
287.597503,197,38.702255
13.424589,31,38.72631
20.003736,38,38.759981
-4.002312,13,38.770117
43.62656,68,38.825592
55.75254,85,39.086533
14.457313,68,39.140344
30.942956,52,39.180711
290.099981,185,39.328311
-2.225959,11,39.33701
64.457618,77,39.397927
17.177436,31,39.421566
28.557133,66,39.472147
-0.585398,25,39.491278
266.640854,170,39.622545
23.468979,42,39.654243
153.895596,125,39.7485
10.320952,27,39.76914
30.804694,56,39.814459
73.59303,107,39.896139
274.215187,168,40.023797
269.527567,143,40.138087
16.315991,29,40.160868
42.581974,60,40.206782
47.096891,64,40.255429
260.3303,154,40.372704
-3.261537,15,40.38428
252.931058,149,40.499158
10.725721,45,40.534782
159.924952,147,40.819793
234.848505,136,40.934317
223.661324,125,41.03779
32.434066,48,41.076277
20.435398,46,41.114428
-2.87134,12,41.126445
257.177229,145,41.247617
4.924709,26,41.269775
261.352973,149,41.390187
237.372195,124,41.488003
56.571941,74,41.547031
139.274935,92,41.618638
105.103872,107,41.702779
3.930166,18,41.716747
292.037195,168,41.850064
-3.685906,8,41.856755
266.849831,150,41.975795
39.461541,65,42.027211
23.103194,63,42.076834
20.015087,41,42.109058
-1.112284,13,42.119239
188.885524,105,42.201213
87.351597,111,42.288546
206.815645,253,42.666568
352.635811,217,42.851058
148.909781,94,42.926759
260.057966,161,43.061429
351.394582,242,43.262792
301.797956,209,43.435239
241.064049,129,43.542775
99.663415,101,43.627169
-2.15546,11,43.63628
-6.199123,13,43.6469
25.145009,44,43.683043
0.785549,18,43.698452
0.769151,12,43.709009
38.100416,68,43.764477
327.167907,248,43.965911
9.227563,22,43.982932
72.570397,117,44.076387
23.425323,40,44.108791
191.555508,127,44.218621
1.323439,12,44.228739
37.148962,55,44.2753
39.636494,85,44.511667
289.994163,182,44.657402
66.424664,124,44.759371
52.849574,73,44.822694
204.763536,104,44.907308
2.061262,15,44.919791
215.365824,113,45.005248
297.026236,193,45.15141
240.514907,140,45.259274
22.746988,35,45.289886
334.946296,228,45.474426
328.916616,213,45.641743
-7.322566,25,45.663239
306.820494,222,45.83989
-6.605697,12,45.849787
149.47671,103,45.941477
225.06202,137,46.051581
258.62562,162,46.347146
6.791879,17,46.360538
26.49532,47,46.398391
278.699604,173,46.537099
-5.647973,17,46.550518
282.909476,156,46.678054
27.623079,40,46.713416
188.471541,95,46.78981
262.739861,137,46.89732
16.466728,35,46.932874
284.437901,182,47.081803
354.518486,271,47.3045
281.917407,171,47.441616
8.696053,20,47.457727
-0.979928,13,47.468222
2.006822,24,47.48723
-3.319014,10,47.495142
114.202087,128,47.597508
60.641817,84,47.664554
77.360998,94,47.739276
-0.820884,13,47.749485
275.913068,198,47.918528
18.696334,34,47.945642
266.194372,154,48.235397
30.539419,67,48.294017
345.926621,215,48.465054
-2.514716,14,48.47627
124.22624,191,48.628443
245.664716,169,48.764937
46.252422,81,48.83086
48.031719,71,48.889355
63.564539,100,48.969599
5.160909,15,48.982499
53.777447,78,49.049352
6.756104,16,49.062743
196.450778,100,49.144752
78.83283,126,49.246179
0.329144,12,49.256019
228.341622,132,49.364212
181.483011,131,49.466674
13.287949,32,49.492038
258.451244,145,49.607182
371.138588,243,49.961319
27.733858,44,49.999599
120.890134,166,50.131642
367.995631,253,50.331141
255.335199,157,50.454084
280.786117,206,50.616541
329.124451,222,50.790856
86.960993,106,50.883463
79.40659,116,50.975924
412.490911,344,51.248537
337.946885,217,51.420412
-2.224205,10,51.428421
248.368505,142,51.541476
222.793042,140,51.822438
8.401003,20,51.838317
-3.053751,9,51.845434
73.978428,123,51.942297
20.733423,36,51.970795
16.187238,37,52.00097
238.223944,144,52.116717
193.159085,217,52.291378
299.711541,173,52.427124
244.773661,122,52.525474
-0.889216,15,52.537347
372.143331,236,52.727303
3.441584,24,52.7464
373.69897,244,52.943843
284.492339,182,53.088799
62.227723,132,53.194566
231.271054,123,53.292224
311.046052,191,53.608057
292.069441,177,53.748463
52.524236,66,53.800704
2.258218,14,53.811631
192.813936,144,53.924621
253.514481,144,54.038505
21.909123,37,54.06754
314.175546,190,54.218766
-1.192257,18,54.233025
305.363084,183,54.376262
347.683594,221,54.553569
28.418649,43,54.58775
-2.845148,10,54.595712
25.956704,41,54.62846
43.72543,64,54.680281
334.987833,225,54.860337
282.840649,179,55.002465
268.090173,157,55.12737
367.058527,252,55.498171
301.911804,196,55.654926
277.162035,164,55.785102
77.008634,120,55.880785
205.89379,132,55.984921
297.566683,179,56.127361
-1.076817,13,56.137725
80.927887,121,56.233149
-2.685185,13,56.243439
22.476114,31,56.267917
-1.600391,9,56.27536
276.777855,156,56.404769
288.029162,175,56.543887
316.187042,199,56.709201
4.58307,21,56.725983
259.510338,179,56.870383
85.095263,97,56.946224
252.670867,149,57.237576
241.60214,183,57.381364
327.138031,243,57.573861
337.646131,229,57.773858
295.659301,218,57.950182
236.706574,156,58.073664
2.473389,13,58.084011
216.028619,144,58.198138
266.369726,162,58.32725
244.70307,144,58.442406
258.092703,139,58.553812
117.272673,90,58.624184
105.443525,127,58.724427
248.945426,153,59.016531
93.11764,147,59.132364
47.518907,61,59.181181
217.325997,126,59.281311
222.161104,125,59.380301
274.986194,159,59.506179
340.212424,234,59.692016
247.822859,133,59.797024
139.136853,195,59.953205
310.256889,171,60.088787
291.355823,181,60.232835
240.705341,143,60.345007
349.535085,228,60.526211
1.680039,14,60.537272
354.530261,226,60.894418
241.182963,182,61.039515
29.232084,58,61.086358
88.655776,138,61.196495
23.652993,72,61.25369
241.758907,177,61.393142
420.795702,300,61.633142
0.766995,12,61.642843
83.944807,132,61.748883
81.029182,133,61.855895
462.25358,359,62.144001
233.04957,133,62.248692
406.849026,293,62.635432
71.273557,124,62.734334
219.882091,133,62.839733
133.554059,190,62.992285
246.188047,133,63.09993
369.864014,245,63.295135
195.443367,122,63.392627
53.6657,72,63.450224
302.058838,205,63.614986
-3.680851,10,63.62295
307.813211,188,63.774306
305.840712,175,63.913098
258.339095,174,64.051723
244.865272,174,64.191203
62.573031,106,64.426283
21.28422,47,64.463225
8.442874,22,64.480599
248.447326,149,64.598041
367.878254,236,64.786374
250.094284,143,64.899775
33.686583,43,64.93358
-4.481217,18,64.948076
258.184774,154,65.070137
385.749879,253,65.269909
7.53182,26,65.291259
232.719172,135,65.397347
293.185418,185,65.544533
-1.48339,11,65.553094
-2.603115,10,65.561155
70.361662,95,65.637297
110.006948,160,65.765871
-3.557007,15,65.777774
-2.601307,8,65.784187
-0.945352,14,65.795228
1.28463,15,65.807142
80.150437,148,65.922803
-4.168915,15,65.934758
79.557702,125,66.201571
332.521196,215,66.372852
55.799698,105,66.455155
105.812621,131,66.558849
239.17899,122,66.65455
308.970996,198,66.811166
426.22579,312,67.059749
327.427721,193,67.217181
118.368503,167,67.350468
63.369333,121,67.445274
248.899107,140,67.55721
280.174409,159,67.684659
158.818431,219,68.026931
3.184475,13,68.037595
306.087404,178,68.181002
314.855382,190,68.331865
255.716155,174,68.469141
2.962464,13,68.479377
29.994638,49,68.51855
324.684397,245,68.713935
227.398229,158,68.839376
255.488362,139,68.949391
318.472506,181,69.093549
-0.166092,17,69.107464
248.274311,146,69.223296
0.853915,11,69.232051
299.467742,196,69.381897
3.74021,16,69.394152
350.17538,241,69.723913
243.76898,146,69.837898
141.381782,116,69.928524
226.247558,116,70.020018
1.163305,17,70.033573
2.104511,12,70.044366
268.286732,172,70.175166
241.883991,157,70.29509
206.092265,111,70.379796
123.834856,108,70.465272
272.073489,155,70.5886
242.51467,132,70.689682
319.435346,203,70.845722
-2.681372,13,70.855795
34.144968,44,70.889176
145.07021,200,71.042068
28.446356,40,71.073471
1.988725,18,71.087627
-0.91426,12,71.097089
196.043786,109,71.183214
28.377331,43,71.218192
278.536641,179,71.532094
232.821793,121,71.628966
96.330458,153,71.750807
88.012758,62,71.799857
-2.573948,11,71.808501
28.194236,52,71.849409
274.907295,168,71.982682
274.717682,176,72.123066
253.277852,139,72.233148
-1.675815,13,72.243688
257.661919,154,72.365961
264.779096,172,72.502185
426.176718,307,72.741154
-7.032303,8,72.747363
261.066998,158,72.866957
228.734076,181,73.00438
268.881043,168,73.297693
321.43899,216,73.469232
219.817596,132,73.572973
331.932821,247,73.761414
285.02832,169,73.891326
329.811556,207,74.050583
249.996011,182,74.191015
313.259933,226,74.371176
248.129627,169,74.505388
88.950623,129,74.605701
196.81389,121,74.702446
298.111384,180,74.845238
250.053103,157,75.131991
239.075073,159,75.262941
292.448115,177,75.398943
320.326508,284,75.616001
-0.340861,14,75.626666
237.31102,138,75.731564
190.812146,119,75.821667
352.750967,224,75.999515
26.327955,41,76.031749
292.160874,166,76.159048
69.269801,117,76.248577
84.416913,138,76.357172
251.718207,144,76.470881
5.857653,19,76.486153
276.764169,170,76.787597
309.708532,224,76.970144
377.519313,235,77.158199
72.052171,130,77.261461
82.308379,122,77.358722
200.359608,102,77.442598
128.719554,167,77.578554
305.604104,182,77.724862
279.479916,185,77.872155
200.836582,114,77.962712
224.809215,143,78.07676
302.603175,192,78.232557
239.817962,133,78.342168
236.556479,133,78.617379
68.619744,111,78.711092
-3.044807,10,78.71903
278.9613,163,78.851899
132.764003,170,78.993146
261.927998,135,79.101786
243.353768,128,79.201698
226.225438,125,79.301481
357.294675,224,79.480357
283.44964,162,79.611676
336.818943,226,79.79017
391.098602,256,79.994135
314.530482,184,80.139678
255.886264,143,80.406045
100.930696,122,80.501027
0.9278,14,80.511989
24.073732,42,80.545465
346.801352,254,80.74592
-1.193071,13,80.755866
263.529571,153,80.873542
351.390424,223,81.044675
285.668518,166,81.176942
52.301386,77,81.236428
256.862806,188,81.379886
310.784485,201,81.534318
227.268898,112,81.619929
216.538858,119,81.710567
33.468997,43,81.743766
235.968274,128,81.841904
137.507977,188,82.163252
394.212301,271,82.381951
402.535515,289,82.610039
279.647066,166,82.743114
247.146542,131,82.850328
-6.467505,11,82.859264
410.123727,282,83.089153
396.715674,279,83.312634
252.764003,146,83.431425
379.321381,275,83.655511
237.282209,136,83.764804
281.296108,165,84.067399
303.438002,176,84.208905
318.038761,194,84.362957
231.261827,125,84.462515
1.449697,16,84.475219
280.239067,178,84.618005
232.642753,118,84.710729
122.989056,181,84.858263
309.684128,199,85.015722
166.993201,215,85.188745
253.094007,149,85.308695
122.367474,190,85.463837
-3.994375,13,85.474065
232.126479,127,85.574557
326.772538,200,85.903949
294.02449,339,86.186948
349.31719,231,86.372266
390.966164,293,86.597725
