#{"t_start": 1681299143.4816067, "env_id": "Walker2d-v2"}
r,l,t
4717.209973,1000,5831.370714
4772.479569,1000,5832.325718
4682.631493,1000,5833.095925
4616.819158,1000,5834.053705
2605.091836,598,5834.517854
4666.342618,1000,5835.287124
4715.897263,1000,5836.242207
4627.276781,1000,5837.035795
4681.55253,1000,5838.010283
4661.048919,1000,5838.772357
4725.323562,1000,5839.746115
930.281811,263,5839.957755
4644.478008,1000,5840.938135
4819.411781,1000,5841.737195
4686.313309,1000,5842.6896
4702.77047,1000,5843.465851
4635.194113,1000,5844.246774
4738.503948,1000,5845.202437
3917.788588,841,5845.845506
4594.999358,1000,5846.796859
4707.594915,1000,5847.56626
4665.47858,1000,5848.488714
3316.265007,718,5849.052994
4799.821398,1000,5850.014008
4645.495518,1000,5850.792799
4582.05423,1000,5851.754369
4735.549042,1000,5852.53277
4738.189635,1000,5853.494116
4741.822602,1000,5854.268688
4222.045867,892,5855.136148
4709.887914,1000,5855.907815
4752.100281,1000,5856.908108
4768.304711,1000,5857.690428
4677.136505,1000,5858.654459
4754.195796,1000,5859.423759
710.495355,215,5859.583693
1650.139884,388,5859.876907
4732.752663,1000,5860.827124
402.205355,146,5860.939934
4690.36351,1000,5861.696553
4429.430654,949,5862.618201
1461.515342,365,5862.902267
4717.983922,1000,5863.679545
4733.253216,1000,5864.642638
4682.256266,1000,5865.414382
4687.94103,1000,5866.393413
4725.331669,1000,5867.188593
4675.807965,1000,5868.195024
4716.41492,1000,5868.969451
950.97986,260,5869.366983
4674.885467,1000,5870.131163
4644.930548,1000,5871.04836
4602.728192,1000,5871.85879
4784.322701,1000,5872.848686
2796.002012,612,5873.335832
3779.350239,821,5873.976636
2200.837939,496,5874.359362
4703.081607,1000,5875.333063
4576.334854,1000,5876.098376
4737.690346,1000,5877.036209
4628.624913,1000,5877.801677
4502.007706,941,5878.926595
2044.944591,467,5879.361127
1848.740581,423,5879.752686
4704.245058,1000,5880.817338
4686.943818,1000,5881.708126
4822.099952,1000,5882.751732
4765.215522,1000,5883.622186
1381.177654,336,5883.915663
814.111413,231,5884.288067
4619.098704,1000,5885.156211
4756.599406,1000,5886.069419
4668.837615,1000,5887.160301
4785.603856,1000,5888.032831
4689.864198,1000,5889.326141
4711.181189,1000,5890.331467
4703.640974,1000,5891.639635
4716.836592,1000,5892.517351
4757.655279,1000,5893.60177
4638.217211,1000,5894.470182
4668.874983,1000,5895.54419
4679.312205,1000,5896.423946
4834.578945,1000,5897.530128
4380.688101,1000,5898.337838
4805.528886,1000,5899.322104
4761.904502,1000,5900.108047
4740.94051,1000,5901.081797
4745.985851,1000,5901.863075
4789.654845,1000,5902.852395
390.157841,142,5902.962741
4788.234521,1000,5903.741681
4671.788256,1000,5904.720501
4622.657716,1000,5905.480737
4741.699937,1000,5906.409744
4696.230881,1000,5907.185692
943.369779,258,5907.38424
4724.624303,1000,5908.361608
4252.735145,899,5909.070677
4732.17066,1000,5910.059332
4770.825438,1000,5910.834248
4833.501165,1000,5911.813448
4750.482866,1000,5912.592361
4739.72055,1000,5913.744534
4715.153817,1000,5914.642019
4851.070709,1000,5915.720886
4737.168305,1000,5916.607624
4748.933998,1000,5917.705823
4622.398148,1000,5918.591323
4726.609193,1000,5919.637236
4844.595729,1000,5920.502018
4795.2505,1000,5921.559233
4559.222875,1000,5922.423433
4784.283928,1000,5923.485003
4749.61866,1000,5924.33765
4697.841555,1000,5925.418597
779.35722,222,5925.610976
4647.526454,1000,5926.492903
2987.577526,652,5927.25925
4677.169982,1000,5928.169751
4787.346749,1000,5929.226339
4759.281983,1000,5930.103258
4494.573633,936,5931.117412
4716.936495,1000,5931.974425
3384.309656,737,5932.617653
4687.850111,1000,5933.705495
4716.852584,1000,5934.572627
4820.55404,1000,5935.659926
4769.577557,1000,5936.551743
4723.086004,1000,5937.631338
4650.724277,1000,5938.496122
1507.582798,354,5938.809371
4788.775966,1000,5939.902492
4650.535167,1000,5940.76619
2243.255646,498,5941.407435
4730.338147,1000,5942.277334
4758.378592,1000,5943.393572
4775.043343,1000,5944.260119
3301.124347,686,5944.851274
4673.699536,1000,5945.923789
4743.317744,1000,5946.808622
4701.115689,1000,5947.892179
4688.009939,1000,5948.811272
4662.380776,1000,5949.906554
4569.796724,1000,5950.806472
4614.201252,1000,5951.877432
1945.366371,463,5952.28975
4715.257414,1000,5953.353698
1158.977872,306,5953.62641
4560.907187,1000,5954.502262
4726.405469,1000,5955.559474
4778.248168,1000,5956.429581
4669.914813,1000,5957.502958
4608.676713,1000,5958.403473
4764.437382,1000,5959.471557
1561.430602,367,5959.786234
4784.574243,1000,5960.670057
4649.924933,1000,5961.746557
4752.220964,1000,5962.601208
4676.301439,1000,5963.6599
2414.930962,753,5964.314288
4726.954226,1000,5965.398879
4797.565238,1000,5966.263244
4761.238236,1000,5967.319615
4714.699561,1000,5968.19505
4706.95243,1000,5969.246938
4605.600049,1000,5970.100581
4752.563199,1000,5971.151559
4692.428746,1000,5972.006201
4729.42615,1000,5973.137376
827.726572,236,5973.343593
4668.633579,1000,5974.225439
1448.395024,351,5974.537079
4759.802632,1000,5975.612244
4658.366068,1000,5976.475066
2417.194773,547,5977.148583
4723.904141,1000,5978.017028
4675.480713,1000,5979.098431
4618.565415,1000,5979.952251
4686.670712,1000,5980.996933
4704.746208,1000,5981.847774
1832.133371,419,5982.209583
2592.265634,595,5982.919789
4682.895879,1000,5983.785761
4119.095139,883,5984.533795
4661.897026,1000,5985.594497
4667.258077,1000,5986.467533
1746.860821,409,5987.030378
4719.113034,1000,5987.886318
4684.969125,1000,5988.937821
4747.729808,1000,5989.776935
4626.774837,1000,5990.83855
4680.332637,1000,5991.719207
4626.675425,1000,5992.780391
4633.839084,1000,5993.637677
4671.137824,1000,5994.684251
4538.653059,1000,5995.541561
4711.338966,1000,5996.614765
4656.190905,981,5997.453746
4630.198567,1000,5998.332061
4704.442637,1000,5999.395215
4561.836873,1000,6000.273848
3355.006086,741,6001.137806
4686.715794,1000,6002.065015
2417.758808,564,6002.778736
4679.425466,1000,6003.664242
869.731526,262,6003.892614
4624.683852,1000,6004.949925
4615.386394,1000,6005.815072
4713.147963,1000,6006.877605
4703.07172,1000,6007.736843
4595.17064,1000,6008.782445
4642.068039,1000,6009.66161
4695.892519,1000,6010.746453
4692.005057,1000,6011.644359
4670.992959,1000,6012.720995
4765.428198,1000,6013.707239
4674.370185,1000,6014.824198
4666.011296,1000,6015.711024
4706.546254,1000,6016.870299
4645.907565,1000,6017.767615
4679.849493,1000,6018.905492
4672.648351,1000,6019.783952
4630.559675,1000,6020.647023
4641.691221,1000,6021.729216
4729.143027,1000,6022.626698
4677.047668,1000,6023.695829
4758.590303,1000,6024.598524
4582.440869,1000,6025.673759
4745.642886,1000,6026.550173
4719.310388,1000,6027.640104
4735.473427,1000,6028.514464
4747.570272,1000,6029.600085
4570.178103,1000,6030.478581
4733.345099,1000,6031.537076
4689.724519,1000,6032.400361
715.868473,208,6032.580492
4698.250409,1000,6033.679922
4639.041397,1000,6034.53904
4776.63875,1000,6035.61575
4606.140767,1000,6036.500138
4701.750038,1000,6037.597431
4723.687163,1000,6038.468425
4556.917367,1000,6039.555083
4640.894858,1000,6040.418231
4715.820212,1000,6041.497734
4598.821997,1000,6042.34444
4635.459206,1000,6043.423658
4574.721027,1000,6044.296978
1944.952717,465,6044.887158
4641.535707,1000,6045.763443
4712.426944,1000,6046.825832
731.367362,221,6047.016396
4689.422043,1000,6047.880877
1851.072019,448,6048.270288
4681.831421,1000,6049.37645
737.049982,218,6049.566797
4733.436547,1000,6050.438897
4731.696495,1000,6051.493311
4782.448308,1000,6052.382268
4659.077356,1000,6053.489816
4722.501661,1000,6054.393599
4610.556984,1000,6055.484968
4630.359404,1000,6056.367564
4675.027614,1000,6057.452662
4588.736048,1000,6058.347465
4575.206817,1000,6059.45578
2046.992896,467,6059.843266
4627.048702,1000,6060.934529
4656.438181,1000,6061.811577
4706.80153,1000,6062.872412
4596.291785,1000,6063.701734
4640.040493,1000,6064.597326
4689.571902,1000,6065.668008
4784.818601,1000,6066.545614
698.758432,206,6066.92218
4696.922867,1000,6067.769924
4705.421036,1000,6068.894644
4686.261925,1000,6069.799299
4583.994652,1000,6070.87254
919.092708,261,6071.100129
4607.577312,1000,6071.987532
4574.23298,1000,6073.083484
4702.057248,1000,6073.947931
4694.120425,1000,6075.037033
4566.394888,1000,6075.950417
4660.959553,1000,6077.010085
4613.868555,1000,6077.905424
4665.768852,1000,6078.981796
4640.920465,1000,6079.865191
4609.496042,1000,6080.946828
4615.090306,1000,6081.814995
4663.715009,1000,6082.746461
4614.271279,1000,6083.827753
4651.669285,1000,6084.696558
4670.252539,1000,6085.761064
4687.861166,1000,6086.649272
4686.77418,1000,6087.721732
988.958607,267,6087.958122
1857.019048,443,6088.336608
4595.774978,1000,6089.412563
4598.549064,1000,6090.312934
690.35721,201,6090.495116
2106.910765,478,6091.113247
4694.973717,1000,6091.987151
3992.248495,880,6092.953895
4693.566931,1000,6093.833421
3160.340675,686,6094.427186
4629.413685,1000,6095.490267
4763.571702,1000,6096.394726
4788.635136,1000,6097.492375
4622.9378,1000,6098.347783
4630.115189,1000,6099.431005
4674.751959,1000,6100.303319
4654.109629,1000,6101.377824
4740.690689,1000,6102.23702
4556.052216,1000,6103.3257
2080.287623,483,6103.74081
4702.802079,1000,6104.623784
4663.291506,1000,6105.69918
4670.827772,1000,6106.576046
4556.137285,1000,6107.627703
4743.618124,1000,6108.509555
2479.952647,573,6109.21436
4606.659447,1000,6110.065431
2758.28513,608,6110.632004
4691.282125,1000,6111.714883
4519.61411,1000,6112.564408
4546.543901,1000,6113.618029
4734.942718,1000,6114.491281
1866.549469,436,6115.067893
4630.650574,1000,6115.934593
4698.976348,1000,6117.013374
4730.577762,1000,6117.899333
4583.468444,1000,6118.966315
4575.956048,1000,6119.82052
4783.386999,1000,6120.883641
4698.81699,1000,6121.761261
4669.932969,1000,6122.846091
4572.690808,1000,6123.700252
4587.44579,1000,6124.749602
4755.120669,1000,6125.666525
4138.961433,892,6126.458198
4692.269432,1000,6127.525679
4690.241013,1000,6128.397168
4680.100283,1000,6129.467575
4693.837178,1000,6130.323681
4714.387898,1000,6131.398025
890.826333,235,6131.605662
4744.429465,1000,6132.523502
4532.170499,1000,6133.580865
4707.823584,1000,6134.452747
4590.574224,1000,6135.531619
4657.967651,1000,6136.450338
4634.010803,1000,6137.499088
4339.539856,939,6138.347039
4633.546137,1000,6139.418239
4624.960821,1000,6140.306415
4703.367244,1000,6141.36012
4685.027015,1000,6142.246123
4736.314168,1000,6143.335757
4685.593429,1000,6144.18631
4576.356023,1000,6145.264149
4664.015472,1000,6146.149014
4681.412684,1000,6147.228031
4661.122808,1000,6148.114918
4635.045599,1000,6149.195026
4639.825927,1000,6150.081284
4731.047959,1000,6151.160839
4612.750085,1000,6152.084956
1722.440375,408,6152.443509
4693.608563,1000,6153.535005
4693.077608,1000,6154.420235
2940.186545,676,6155.206656
4689.785,1000,6156.083132
4655.40818,1000,6157.158831
4656.433129,1000,6158.048067
4679.028995,1000,6159.142923
4653.352559,1000,6160.024352
4638.066777,1000,6161.149023
4635.345117,1000,6162.050149
4685.532688,1000,6163.134791
2504.953061,596,6163.660633
4685.024679,1000,6164.536562
4808.068855,1000,6165.600227
4730.539192,1000,6166.504261
4633.138592,1000,6167.57733
4616.49586,1000,6168.458261
4661.505444,1000,6169.550378
4752.45478,1000,6170.433981
4645.112803,1000,6171.518868
4746.009839,1000,6172.389238
4594.728121,1000,6173.470582
4664.000435,1000,6174.347005
1412.230655,342,6174.6419
2529.863841,588,6175.376673
1584.704656,379,6175.72714
1420.791761,344,6176.031104
4648.221947,1000,6177.096964
4701.897531,1000,6177.990565
4578.411868,1000,6179.083915
4689.429101,1000,6179.957963
4719.828601,1000,6181.072897
4461.129101,948,6181.89492
2866.556879,644,6182.451573
4655.22452,1000,6183.519875
4746.363588,1000,6184.413182
4652.134794,1000,6185.494543
1282.05259,322,6185.794659
955.698668,257,6186.023369
4670.259105,1000,6187.115885
4554.861776,1000,6187.98759
1326.332922,338,6188.280178
4687.324303,1000,6189.376393
4711.484967,1000,6190.265972
4704.2883,1000,6191.348959
4574.462091,1000,6192.232561
1123.73716,291,6192.487574
4705.872047,1000,6193.564881
4710.467355,1000,6194.470659
4654.014214,1000,6195.532991
4694.067177,1000,6196.465538
4603.837848,1000,6197.539902
2786.357106,630,6198.079579
4726.528272,1000,6199.150753
4624.89835,1000,6200.022268
4657.660459,1000,6201.093671
4713.832809,1000,6201.969348
4754.418193,1000,6203.029597
4768.945376,1000,6203.906622
4752.311673,1000,6204.769648
4722.125334,1000,6205.834254
4668.724228,1000,6206.692749
4787.368711,1000,6207.77269
2144.738787,479,6208.201308
4662.542033,1000,6209.272164
4690.166549,1000,6210.149051
4739.078423,1000,6211.260178
4681.711274,1000,6212.155972
4736.706408,1000,6213.235908
1309.100059,317,6213.519654
4698.140098,1000,6214.419951
4579.587248,1000,6215.502681
4731.280779,1000,6216.408057
4590.26738,1000,6217.527684
4665.78471,1000,6218.438204
4607.609867,1000,6219.51312
4730.190486,1000,6220.399169
4679.043591,1000,6221.489634
1846.426206,487,6221.92742
4672.511857,1000,6222.821622
4731.634824,1000,6223.911257
4711.992573,1000,6224.79023
4607.868493,1000,6225.898467
4752.618895,1000,6226.796264
4715.890605,1000,6227.896711
4602.51521,1000,6228.776578
4604.706358,1000,6229.852181
4615.75108,1000,6230.734765
4361.900885,938,6231.750837
4577.849239,1000,6232.638855
4712.962409,1000,6233.69791
4726.207804,1000,6234.589607
4567.899095,1000,6235.691586
4669.140754,1000,6236.566904
4686.736325,1000,6237.642684
4712.009728,1000,6238.51826
4725.408571,1000,6239.582285
4748.491366,1000,6240.490882
798.048361,245,6240.704358
4593.032076,1000,6241.830118
1682.090622,401,6242.185914
4689.551327,1000,6243.072007
4535.549911,1000,6244.156895
4676.594826,1000,6245.044787
4028.426039,854,6245.995895
4497.874329,1000,6246.880296
3395.017879,736,6247.73995
4704.250926,1000,6248.641107
4523.891082,1000,6249.738207
4617.759817,1000,6250.623809
3075.280681,679,6251.227248
4600.70153,1000,6252.307062
3654.836874,794,6253.089347
4571.995656,1000,6254.164646
4701.853554,1000,6255.053978
4639.213824,1000,6256.125174
4605.640505,1000,6256.983574
1724.744737,414,6257.546427
4625.658592,1000,6258.414833
4102.293757,933,6259.240216
4662.95197,1000,6260.308779
4560.95243,1000,6261.17687
3031.111583,669,6261.963376
4694.854245,1000,6262.825792
4645.985301,1000,6263.884652
1748.601547,400,6264.227936
4518.425455,1000,6265.112755
4648.429421,1000,6266.193301
4602.690901,1000,6267.077581
2974.836843,672,6267.883146
4692.781766,1000,6268.864006
4640.011033,1000,6269.946462
4575.473517,1000,6271.004445
1910.309851,445,6271.461369
4670.732849,1000,6272.642273
4525.961291,1000,6273.683105
2361.583833,542,6274.420836
4631.154741,1000,6275.346054
4745.181839,1000,6276.58004
4518.324172,1000,6277.605472
4633.709285,1000,6278.868915
4695.64637,997,6279.900159
4648.076924,1000,6281.08358
4556.686108,1000,6282.122134
1449.441137,346,6282.453068
2327.755932,572,6283.179235
4642.441207,1000,6283.994675
1408.085072,353,6284.280637
4681.225101,1000,6285.265951
4533.540691,1000,6286.065015
3149.055827,715,6286.78358
4753.64275,1000,6287.57179
821.684835,230,6287.749377
3428.455458,765,6288.349071
4594.707993,1000,6289.323925
1758.29464,432,6289.644784
1126.068585,297,6289.876609
4601.963403,1000,6290.838754
3503.564805,768,6291.429758
2960.237088,663,6292.132303
4596.004054,1000,6292.961346
4376.879377,944,6293.696743
1267.826555,324,6294.139528
4678.348195,1000,6294.929809
557.562882,204,6295.096462
4538.788254,1000,6296.072102
4514.166129,1000,6296.868201
4641.766067,1000,6297.795401
3127.290555,705,6298.321696
4618.873114,1000,6299.245881
4583.386475,1000,6300.055993
4609.204926,1000,6300.863003
4667.924906,1000,6301.888673
4633.514143,1000,6302.651916
4700.174001,1000,6303.561476
382.378903,137,6303.664307
3047.945496,683,6304.173032
2064.204393,457,6304.702084
2454.082807,555,6305.131263
4523.83189,1000,6305.87963
4599.588849,1000,6306.858786
1525.834999,395,6307.153751
4684.231768,1000,6308.099013
4656.259522,1000,6308.862197
2084.553481,487,6309.243004
1908.552145,440,6309.581004
4649.640653,1000,6310.528378
4630.881873,1000,6311.275682
2517.465825,699,6312.019396
4544.912713,1000,6312.816714
4557.977482,1000,6313.817595
4670.104545,1000,6314.593267
4644.715621,1000,6315.576098
4710.758698,1000,6316.364172
833.098759,243,6316.554298
4645.519029,1000,6317.515658
4785.60974,1000,6318.295444
3442.890841,746,6319.062955
4672.733078,1000,6319.815048
4475.202259,958,6320.736362
2115.829605,499,6321.113755
4733.062799,1000,6321.912852
4743.23371,1000,6322.890779
4649.942021,1000,6323.666626
4619.998906,1000,6324.620985
4677.52309,1000,6325.39753
4714.555375,1000,6326.356397
4636.468892,1000,6327.130394
4680.082249,1000,6328.089287
3821.03622,845,6328.743605
1923.181281,454,6329.08741
4283.868129,907,6329.954618
3514.674071,763,6330.539901
2866.264132,640,6331.224158
4642.30123,1000,6331.976697
1082.350803,300,6332.200659
4731.260417,1000,6333.155299
1653.114257,394,6333.461397
2968.253118,649,6333.970259
4598.023227,1000,6334.907358
4582.192253,1000,6335.674709
4351.974775,923,6336.584767
4669.008166,1000,6337.387323
4678.306311,1000,6338.347443
4618.933826,1000,6339.12465
1399.230332,341,6339.389351
1891.611646,444,6339.732946
4593.294647,1000,6340.688328
4393.484927,1000,6341.4865
4655.995648,1000,6342.463609
1854.221415,488,6342.851316
4653.310326,1000,6343.805691
4566.916583,1000,6344.565576
4557.458152,1000,6345.515443
1971.068823,453,6345.877035
4633.485353,1000,6346.652659
4618.829694,1000,6347.622245
4651.357016,1000,6348.41092
4698.016934,1000,6349.373562
4625.893304,1000,6350.185795
4706.638924,1000,6351.146721
3082.863118,683,6351.667605
1691.214955,387,6351.96689
1335.068517,320,6352.21508
4599.019078,1000,6353.209535
4769.766319,1000,6353.997216
4691.527132,1000,6354.956517
4703.722023,1000,6355.729238
3681.3169,821,6356.569639
4640.892419,1000,6357.34752
4692.712284,1000,6358.293991
3113.446055,672,6358.810211
4737.444035,1000,6359.746195
3342.8772,740,6360.318028
4711.294542,1000,6361.089606
4624.625021,1000,6362.030696
4719.697563,1000,6362.799195
4621.116408,1000,6363.745996
2991.222865,659,6364.253206
4670.970239,1000,6365.224624
4630.932598,1000,6365.98744
3006.904825,664,6366.668182
4644.097583,1000,6367.417311
1514.957487,365,6367.691944
4637.329337,1000,6368.644407
4590.180297,1000,6369.418174
4697.734683,1000,6370.377088
456.364023,163,6370.502687
1413.844132,356,6370.777313
4613.779868,1000,6371.566652
4720.052299,1000,6372.520285
4570.402089,1000,6373.296511
4758.887491,1000,6374.260146
4562.678135,1000,6375.018532
4654.062962,1000,6375.933664
4757.920521,1000,6376.715337
2069.04469,479,6377.269491
4743.01573,1000,6378.038205
3886.286441,848,6378.693013
4681.206878,1000,6379.651956
4668.779628,1000,6380.481604
3072.676181,666,6381.179507
3062.560279,673,6381.685197
383.270969,146,6381.794014
4658.830376,1000,6382.76636
4723.378485,1000,6383.519211
4656.176471,1000,6384.461571
4739.407336,1000,6385.237171
4426.207603,936,6386.144331
4657.509972,1000,6386.907955
4747.434957,1000,6387.837602
4812.547633,1000,6388.610493
4600.800408,1000,6389.589959
4690.478379,1000,6390.366495
4613.431831,1000,6391.319304
4701.996613,1000,6392.088594
4186.968955,902,6392.775619
4693.228772,1000,6393.717811
4625.637159,1000,6394.505846
4159.47052,876,6395.363741
4466.561916,953,6396.135478
3393.405684,726,6396.894128
4723.103491,1000,6397.675607
4772.243705,1000,6398.626124
4749.485076,1000,6399.405571
1049.131079,276,6399.620301
4584.159839,1000,6400.561028
4673.857532,1000,6401.315917
4695.752408,1000,6402.29565
4100.640357,855,6402.955958
4748.95868,1000,6403.911351
4783.767757,1000,6404.687915
4700.777496,1000,6405.645632
4726.627533,1000,6406.418166
1532.575929,366,6406.699414
4768.269246,1000,6407.664206
4621.389495,1000,6408.444243
4751.638424,1000,6409.407402
4703.144286,1000,6410.191591
4697.974,1000,6411.197579
3314.335611,731,6411.789435
4654.057329,1000,6412.839983
4764.186149,1000,6413.695166
4622.537551,1000,6414.657059
4484.949301,971,6415.396078
4751.474357,1000,6416.164535
4695.961136,1000,6417.135526
4171.145309,876,6417.835287
463.946308,162,6417.965518
4703.920021,1000,6418.940572
4739.360597,1000,6419.702219
1317.151339,314,6420.14318
4699.194913,1000,6420.988759
4793.504854,1000,6421.958196
4578.9026,1000,6422.764209
1275.887297,328,6423.02324
4573.144846,1000,6423.980542
4588.623996,1000,6424.757605
4761.381533,1000,6425.680077
4631.320668,1000,6426.45363
1684.306076,410,6426.774906
2691.521832,609,6427.433478
2638.08477,594,6427.923028
4701.903005,1000,6428.748575
4638.997965,1000,6429.856174
4693.941839,1000,6430.645245
4645.323223,1000,6431.67327
4672.591051,1000,6432.499962
4607.71652,1000,6433.467254
4619.077778,1000,6434.236469
4668.730632,1000,6435.249128
1711.285674,393,6435.579754
4571.323894,1000,6436.578744
4636.183738,1000,6437.350617
4651.595969,978,6438.389209
4565.342085,1000,6439.196318
4542.532168,1000,6440.231597
4682.454822,1000,6441.032604
4741.585272,1000,6441.825186
543.588768,203,6442.169824
355.29919,130,6442.270832
4659.880017,1000,6443.123591
520.149442,171,6443.280864
4661.174763,1000,6444.408873
4658.292031,1000,6445.265663
4644.662565,1000,6446.301149
1548.390115,369,6446.605383
4650.150852,1000,6447.406944
2335.353978,535,6448.01457
4687.689279,1000,6448.793568
4287.400733,902,6449.690612
1637.798398,387,6449.990877
4659.655028,1000,6450.814343
4696.075061,1000,6451.780766
4771.09019,1000,6452.569044
4691.598574,1000,6453.526382
4699.646747,1000,6454.306291
4680.920867,1000,6455.292491
3641.305003,790,6455.89812
4686.917071,1000,6456.852518
4663.344401,1000,6457.630542
4695.714238,1000,6458.575337
4669.550492,1000,6459.356687
4609.591832,1000,6460.176054
4644.224436,1000,6461.161876
1833.37593,420,6461.49266
4728.303745,1000,6462.442713
4756.883202,1000,6463.226644
1337.604938,333,6463.486104
4631.525552,1000,6464.414674
4628.149066,1000,6465.207526
859.223592,232,6465.38805
4729.76582,1000,6466.356362
4663.276561,1000,6467.144035
4716.453965,1000,6468.109322
3575.388611,762,6468.706437
4625.915569,1000,6469.661975
4681.02453,1000,6470.451969
4739.192629,1000,6471.400039
1392.915695,379,6471.696387
1146.109504,307,6471.933363
4580.990091,1000,6472.909053
4767.53478,1000,6473.732274
4699.768889,1000,6474.691117
4709.237813,1000,6475.462426
751.857545,227,6475.638133
4662.954282,1000,6476.607619
4617.111061,1000,6477.386343
4679.988154,1000,6478.361314
4690.768499,1000,6479.134509
4328.260868,931,6480.032361
4697.99461,1000,6480.797706
4768.588578,1000,6481.569535
4784.873512,1000,6482.47589
4552.58101,1000,6483.26146
4688.912284,1000,6484.245188
4664.670139,1000,6485.020972
4642.883365,1000,6485.987062
4506.678716,1000,6486.794005
4666.69689,1000,6487.760021
4613.670667,1000,6488.539071
4648.956835,1000,6489.513312
4660.670793,1000,6490.288307
3355.127301,743,6491.055124
4724.035294,1000,6491.83556
4737.744283,1000,6492.779624
4746.238809,1000,6493.554825
4693.442392,1000,6494.483953
4759.633782,1000,6495.248475
4733.05801,1000,6496.212581
1307.076168,325,6496.465886
4635.939906,1000,6497.24225
4716.258483,1000,6498.197541
4714.502855,1000,6498.975461
4668.12241,1000,6499.932297
4621.838971,1000,6500.732284
4683.955477,1000,6501.689815
4565.834262,1000,6502.453252
4797.177892,1000,6503.448996
4619.30624,1000,6504.225266
1027.69957,294,6504.457139
4620.479519,1000,6505.420391
4699.969827,1000,6506.19285
4738.432024,1000,6507.176665
4604.529343,1000,6507.99655
4656.804026,1000,6508.971842
4686.448137,1000,6509.747888
4721.288218,1000,6510.706189
4650.56814,1000,6511.502983
577.947084,186,6511.64626
4625.948654,1000,6512.628665
3619.997399,791,6513.221088
4662.784459,1000,6514.125294
4663.660469,1000,6514.884374
4674.992907,1000,6515.80249
2357.200449,532,6516.213995
4634.225523,1000,6516.958416
4720.624626,1000,6517.919718
1999.516958,465,6518.275835
966.578146,257,6518.477695
4686.353506,1000,6519.433226
4673.89391,1000,6520.204151
4566.034359,1000,6521.191696
4740.23075,1000,6521.974587
4680.874974,1000,6522.937236
1759.191145,459,6523.294671
4636.476497,1000,6524.071368
4679.623841,1000,6525.040504
4656.099859,1000,6525.819283
4707.135075,1000,6526.769082
4659.728132,1000,6527.508429
936.828914,258,6527.860978
4675.85952,1000,6528.622037
395.687527,153,6528.740015
4659.046593,1000,6529.687956
4670.113102,1000,6530.459151
4678.1905,1000,6531.405049
4539.186348,1000,6532.221086
4687.186417,1000,6533.199743
4638.325193,1000,6533.98542
4701.255095,1000,6534.971805
4590.760875,1000,6535.756923
4720.731481,1000,6536.541241
4630.167837,1000,6537.520731
4698.031859,1000,6538.326485
606.78336,197,6538.698212
4641.095631,1000,6539.53828
4675.375803,1000,6540.52484
4719.598967,1000,6541.300256
4781.608046,1000,6542.245276
4606.35499,1000,6543.066903
4561.806241,1000,6543.887947
4644.419694,1000,6544.834981
4689.55041,1000,6545.636825
4694.797877,1000,6546.632533
4714.658202,1000,6547.411713
4647.926535,1000,6548.426948
3409.365042,753,6549.059289
4714.09113,1000,6550.087228
2462.392763,563,6550.562247
4767.803997,1000,6551.574512
786.345836,239,6551.778836
4635.411134,1000,6552.812559
4819.557002,1000,6553.927642
4752.624213,1000,6554.863718
4662.254808,1000,6555.998595
4669.362451,1000,6556.903686
4628.743473,1000,6558.019237
4695.657837,1000,6558.912504
4735.735676,1000,6560.008884
4640.905427,1000,6560.881279
4757.931361,1000,6561.968921
4663.814156,1000,6562.86201
4764.616909,1000,6563.942578
4750.481021,1000,6564.87784
2827.977974,653,6565.461673
4688.620363,1000,6566.571751
4681.776823,1000,6567.444008
4582.448172,1000,6568.525783
4700.762487,1000,6569.401801
4773.149218,1000,6570.49479
4671.774645,1000,6571.411048
4652.283407,1000,6572.52806
3812.695098,833,6573.270305
4716.590994,1000,6574.383552
4674.030499,1000,6575.27897
1726.474191,403,6575.634336
4699.144278,1000,6576.698639
4664.620772,1000,6577.575899
4572.666052,1000,6578.662533
1696.481801,413,6579.023518
4669.807744,1000,6579.900285
1646.351664,382,6580.422725
4662.0883,1000,6581.320149
4626.334682,1000,6582.398799
842.123911,241,6582.607183
4693.746746,1000,6583.500337
4739.259254,1000,6584.587988
4772.33995,1000,6585.481615
4672.096771,1000,6586.573157
4558.599254,1000,6587.512075
4719.980714,1000,6588.61634
4619.356271,1000,6589.508784
563.385027,185,6589.673455
4117.887139,874,6590.63058
4423.349225,960,6591.477106
4695.972626,1000,6592.575283
4546.573711,1000,6593.450676
4673.129448,1000,6594.546437
4674.624991,1000,6595.420088
508.370327,167,6595.575652
4672.497388,1000,6596.692997
1391.747684,350,6596.997439
3626.544557,781,6597.699981
4673.059248,1000,6598.800111
4578.68182,1000,6599.693115
4610.162001,1000,6600.77161
4609.366554,1000,6601.643518
3992.732139,847,6602.600253
4664.466666,1000,6603.462196
4727.753059,1000,6604.56067
4622.85074,1000,6605.441398
4749.783896,1000,6606.49869
4516.958237,1000,6607.379356
4769.719146,1000,6608.452078
4664.982323,1000,6609.329829
4691.796593,1000,6610.399087
4563.649684,1000,6611.274065
4538.758081,1000,6612.163948
4658.334792,1000,6613.258563
4769.123419,1000,6614.191789
4577.95771,1000,6615.309989
4727.220182,1000,6616.221325
4733.386839,1000,6617.294072
4672.157511,1000,6618.200401
4641.540598,1000,6619.279685
4695.426953,1000,6620.162501
